Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
WIRE,"Encore Wire Cp",147.79,4.16,+2.90%,148,143.19,59716,"15:07 ET"
WNC,"Wabash National Corp",25.69,0.11,+0.43%,26.25,25.51,212791,"15:14 ET"
WRLD,"World Acceptance Cp",75.35,0.23999999999999,+0.32%,79.79,74.59,57408,"15:08 ET"
WSFS,"WSFS Financial Corp",48.56,1.06,+2.23%,49.17,47.46,110221,"15:14 ET"
WSR,"Whitestone REIT",10.32,0.27,+2.69%,10.353,10.09,115101,"15:09 ET"
WT,"Wisdomtree Inc",5.76,-0.07,-1.20%,5.86,5.76,222776,"15:14 ET"
WW,"Weight Watchers International Inc",4.24,-0.4,-8.62%,4.74,4.16,1135251,"15:14 ET"
WWW,"Wolverine World Wide",13.32,0.5,+3.90%,13.35,12.825,848087,"15:13 ET"
XHR,"Xenia Hotels & Resorts Inc",13.8,0.35,+2.60%,13.85,13.4,212009,"15:14 ET"
XNCR,"Xencor Inc",27.87,0.62,+2.28%,27.8,26.68,82740,"15:13 ET"
XPEL,"Xpel Technologies",70.22,1.6,+2.33%,71.25,68.47,112183,"15:13 ET"
XPER,"Xperi Inc",9.92,0.41,+4.31%,10.215,9.59,182052,"15:06 ET"
YELP,"Yelp Inc",28.77,0.09,+0.31%,28.95,28.42,355065,"15:14 ET"
ZEUS,"Olympic Steel Inc",38.69,2.28,+6.26%,38.68,36.3164,59716,"15:09 ET"
ZIMV,"Zimvie Inc",8.99,0.21,+2.39%,9.74,8.67,1855097,"15:14 ET"
ZUMZ,"Zumiez Inc",24.83,0.77,+3.20%,24.885,23.83,188815,"15:14 ET"
ZYXI,"Zynex Inc",16.4,0.099999999999998,+0.61%,16.38,16,96524,"15:08 ET"
"Downloaded from Barchart.com as of 01-12-2023 02:14pm CST"
